Name,Phone,URL,Square Feet Total,Neighborhood,Organization Type,Dominant Discipline,Year of Occupation,Rent vs Own,Age of Current Building, Year Organization Founded,Number of Past Facilities,Stages and Theaters,Stage & Theater Seats ,Gallery Space,Gallery Square Feet,ADA Compliant,Available Parking,Street Presence,Rental Space ,Alcohol Sales,Funded by A&C,"Stability Index (5=very stable, 1=very uncertain)",Constituency over 50% one race,Length of Lease (Date),Address,Location,Closed Date,Closed?
Platform Gallery in Tashiro Kaplan,(206) 323-2808,www.platformgallery.com,,Pioneer Square,N,Visual,2004,R,1900,2004,0,0,0,Y,800,Partial,0,Y,N,N,N,5,,,114 3rd Ave S Seattle WA 98104,"(47.6011610, -122.3300592)",,0
Pocket Theater,(303) 803-4589,www.thepocket.org,2500,Greenwood,N,Performance,2014,R,1960,2013,0,0,1,Y,1000,Y,4,Y,Y,Y,N,4,,2026,8313 Greenwood Ave N Seattle WA 98103,"(47.6893230, -122.3553000)",,0
Pomegranate Center,(425) 557-6412,www.pomegranate.org,,,,Multi-use,,,,,,,,,,,,,,,,,,,1400 NW Maple St Issaquah WA 98027,"(47.5433270, -122.0595710)",,0
Pony,,,,,,Music,,,,,,,,,,,,,,,,,,,1221 E Madison St Seattle WA 98122,"(47.6130790, -122.3157880)",,0
Porchlight Coffee & Records,,,,,,Music,,,,,,,,,,,,,,,,,,,1517 14th Ave Seattle WA 98122,"(47.6144170, -122.3142380)",,0
Pork Filled Players,(206) 486-0375,www.porkfilled.com,300,,Y,Performance,2007,Other,1905,1987,0,0,,N,,N,6,N,Y,N,,1,,,14810 Meridian Ave. N. Shoreline WA 98133,"(47.7367049, -122.3342296)",,0
Pound Arts,(206) 323-0557,www.poundarts.com,5000,Capitol Hill,,Visual,1988,R,1925,1988,0,0,0,Y,500,,0,N,Y,N,N,3,,It's month to month.,1216 10th Ave Seattle WA 98122,"(47.6127484, -122.3192097)",,0
PowellsWood Garden,(253) 529-1620,www.powellswood.org,1745400,,Y,Heritage,1993,O,1960,1993,0,0,,N,,N,30,Y,Y,N,,5,,,430 S. Dash Point Road Federal Way WA 98003,"(47.3322550, -122.3279000)",,0
Pratidhwani,(425) 246-0182,pratidhwani.org,,,,Heritage,,,,,,,,,,,,,,,,,,,1042 231st Pl NE Sammamish WA 98074,"(47.6196020, -122.0302120)",,0
Pratt Fine Arts Center,(206) 328-2200,www.pratt.org,17021,Central District,Y,Visual,1976,Other,1920,1976,0,0,0,Y,350,Partial,50,Y,N,N,Y,4,,2026,1902 S Main St Seattle WA 98144,"(47.6003000, -122.3073500)",,0
Prestige Dance Studio,(253) 874-0161,www.prestigedance.net,3000,,N,Arts/Cultural Training or Education,2013,O,1980,2013,0,0,,N,,I don't know.,10,N,Y,N,,3,,2015,33639 9th Avenue South Federal Way WA 98003,"(47.3001200, -122.3230780)",,0
Prographica Gallery,(206) 322-3851,www.prographicadrawings.com,1200,Madrona,N,Visual,2010,O,1918,2010,0,0,0,Y,1000,Y,,Y,Y,N,N,5,,0,3419 E Denny Way Seattle WA 98122,"(47.6182086, -122.2880059)",,0
Project-106 Professional Artist Studios,,www.project-106.com,4000,Pioneer Square,Private / For Profit,Studios,6,Rent,100,2013,0,0,0,Yes,600,No,0,Yes,Yes,No,No,5,,2027,106 3rd Ave South,,,
Prole Drift,,,,,,Visual,,,,,,,,,,,,,,,,,,,523 S. Main St Seattle WA 98104,"(47.5998500, -122.3266900)",,0
ProletariYacht Club,206-799-1180,acaravan.com,1064,West Seattle,N,Multi-use,2015,R,1971,2009,1,1,40,Y,500,Partial,4,Y,Y,Y,N,5,,,4316 SW Othello Seattle Wa 98136,"(47.5384370, -122.3882600)",,0
Puget Sound Access/Carco (owned by City of Renton),(206) 453-1489,www.carcotheatre.org,3200,,Y,Performance,2013,R,1971,2004,1,1,300,Y,900,Partial,200,N,Y,Y,,4,,2025,1717 Southeast Maple Valley Highway Renton WA 98057,"(47.4791290, -122.1902580)",,0
Puget Sounds Piano Studio,(206) 384-0578,www.pugetsoundspianostudio.com,1200,,N,Music,2004,R,1900,1999,1,0,,N,,I don't know.,15,N,N,N,,4,,2025,"485 Front Street North, suite f-1 Issaquah WA 98027","(47.5350310, -122.0367310)",,0
Purlieu Hall,,,,,,Heritage,,,,,,,,,,,,,,,,,,,102 S Jackson St Seattle WA 98104,"(47.5992200, -122.3339190)",,0
Push/Pull,,www.pushpullstudio.com,350,Greenwood,Y,Visual,2012,R,1929,2012,0,0,0,Y,350,N,0,N,Y,N,N,3,,2014,,,,0
Q,(206) 352-2525,www.qcafe.org,2500,Interbay,Y,Visual,2002,R,1977,2002,0,0,0,Y,100,,0,Y,Y,N,N,3,,2014,3223 15th Ave W Seattle WA 98119,"(47.6492209, -122.3770904)",,0
Queen Anne Book Company,,,,,,Literary,,,,,,,,,,,,,,,,,,,1811 Queen Anne Avenue North Seattle WA 98109,"(47.6351850, -122.3573610)",,0
Queen Anne Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,1901 1st Ave W Seattle WA 98119,"(47.6355090, -122.3595050)",,0
Radio Variedades KXPA 1540 AM,(206) 571-3485,www.kxpa.com,1640,Leschi,N,Music,2003,R,1954,1997,1,0,0,0,0,I don't know.,20,N,N,N,I don't know.,3,,2019,"114 LakeSide Ave S Seattle, WA 98122","(47.6014430, -122.2854500)",,0
Raging River and Café and Club,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,33723 Southeast Redmond-Fall City Road Fall City WA 98024,"(47.5674900, -121.8893010)",,0
Rain City Rock Camp for Girls,(206) 659-5471,www.raincityrockcamp.org,1200,Central District,Y,Music,2014,R,1940,2008,2,0,0,N,0,N,0,Y,N,N,N,4,,2016,300 19th Ave Seattle WA 98122,"(47.6044443, -122.3074673)",,0
Rainier Beach Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,8825 Rainier Ave S Seattle WA 98118,"(47.5244450, -122.2705000)",,0
Rainier Chamber of Commerce & Rainier Chamber Foundation,206.725.2010,www.rainierchamber.com,1000,Columbia City,Y,Community Center,2009,R,2009,1923,5,0,0,I don't know.,,Y,0,Y,N,N,Y,5,,2020,5290 Rainer Ave S Seattle WA 98118,"(47.5541250, -122.2811080)",,0
Rainier Chapter House DAR,(206) 323-0600,www.rainierchapterhouse.com,9225,Capitol Hill,Y,Multi-use,1925,O,1925,1894,0,1,200,N,0,Y,5,Y,Y,Y,N,4,,0,800 East Roy St Seattle WA 98102,"(47.6253234, -122.3220406)",,0
Rainier Community Center,2063861919,seattle.gov/parks,28400,Columbia City,G,Community Center,1995,O,1995,1928,1,0,0,N,,Y,63,Y,Y,N,N,5,,,4600 38th Ave S Street Seattle Wa 98118,"(47.5616540, -122.2848590)",,0
Rainier Dance Center,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,9264 57th Ave S Seattle WA 98118,"(47.5197530, -122.2612690)",,0
Rainier Glass Studio,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,3200 Airport Way S Seattle WA 98134,"(47.5756053, -122.3206151)",,0
Rainier Valley Cultural Center,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,3515 S Alaska St Seattle WA 98118,"(47.5604670, -122.2879790)",,0
Rainier Valley Historical Society,(206) 723-1663,www.rainiervalleyhistory.org,300,Rainier Valley,Y,Heritage,2007,R,1908,1993,2,0,0,N,0,Y,0,Y,N,N,Y,4,,,3710 S Ferdinand Seattle WA 98118,"(47.5578600, -122.2858880)",,0
RainierAvenueRadio.World,4255916977,https://www.rainieravenueradio.world/,2000,Columbia City,Private / For Profit,Studios,2017,Rent,1909,2017,2,0,50,Yes,500,Yes,0,Yes,Yes,No,No,5,,0,5262 Rainier Avenue South Seattle WA 98118,,,
Rare Medium,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,1321 E Pine St Seattle WA 98122,"(47.6151142, -122.3145155)",,0
Ravenna Third Place Books,(206) 525-2347,www.thirdplacebooks.com,3500,Ravenna,N,Literary,2002,O,1930,2000,0,1,35,N,,Y,29,Y,N,N,N,5,,,6504 20th Ave. NE Seattle WA 98115,"(47.6759880, -122.3065710)",,0
Ravenna-Eckstein Community Center & Yesler,,,,,,Community Center,,,,,,,,,,,,,,,,,,,917 E Yesler Way Seattle WA 98122,"(47.6017150, -122.3204290)",,0
RE Welch Gallery,(206) 264-8141,www.rewelch.com,2000,Downtown,N,Visual,2007,R,1940,2006,0,0,0,Y,2000,Partial,,Y,N,Y,N,4,,2016,1214 1st Ave Seattle WA 98101,"(47.6065659, -122.3374584)",,0
Re-bar,,,,,,Music,,,,,,,,,,,,,,,,,,,1114 Howell St Seattle WA 98101,"(47.6167076, -122.3310756)",,0
Red Eagle Soaring Native Youth Theatre and Daybreak Star Cultural Center,(206) 829-2219,www.unitedindians.org/daybreak.htmlâ€Ž,14000,Magnolia,Y,Arts/Cultural Training or Education,1970,Other,1970,1970,3,0,0,Y,500,Y,145,Y,Y,Y,,1,,2059,3801 W Government Way Seattle WA 98199,"(47.6576318, -122.4063301)",,0
Redmond Historical Society,(425) 898-9458,www.redmondhistoricalsociety.org,500,,Y,Heritage,2000,R,1922,1999,0,1,150,Y,1000,Y,100,Y,N,N,,3,,,"16600 NE 80th Street, Room 106 Redmond WA 98052","(47.6753580, -122.1182560)",,0
Redmond School of Glass,(425) 882-4971,www.redmondschoolofglass.com,4000,,N,Multi-use,2008,R,1982,2004,2,0,,Y,1500,N,30,Y,Y,N,,4,,,7102 180th Avenue NE Suite A105 Redmond WA 98052,"(47.6687280, -122.0994850)",,0
Redmond Senior Center,(425) 556-2314,www.redmond.gov,32000,,Government,Multi-use,1990,O,1989,1990,0,1,200,Y,50,Y,120,N,Y,N,,5,,,"8703 160th AVE NE,  Redmond WA 98052","(47.6806220, -122.1311360)",,0
REDred Photo School & Studio,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,815 Seattle Blvd S Seattle WA 98134,"(47.5955130, -122.3271320)",,0
Redwood Theatre,(425) 533-3285,redwoodtheatre.org,,,,Performance,,,,,,,,,,,,,,,,,,,8703 160th Ave NE Redmond WA 98052,"(47.6806220, -122.1311360)",,0
Reel Grrls,(206) 323-0693,www.reelgrrls.org,3000,Central District,Y,Visual,2008,R,1927,2000,5,0,0,N,0,Y,0,Y,N,N,Y,2,,It's month to month.,1409 21st Ave Seattle WA 98122,"(47.6131504, -122.3051798)",,0
Regal Meridian 16,,,,,,Cinema,,,,,,,,,,,,,,,,,,,1501 7th Ave Seattle WA 98101,"(47.6117662, -122.3338683)",,0
Renaissance School of Art and Reasoning ,(425) 936-1544,www.LWSD.ORG/RSAR,2000,,Government,Arts/Cultural Training or Education,2012,R,2012,2005,1,0,,N,,Y,20,Y,Y,N,,5,,,400 228th Avenue Northeast Sammamish WA 98074,"(47.6135980, -122.0313000)",,0
Rendezvous & Jewel Box Theater,(206) 441-5823,www.jewelboxtheater.com,2800,Belltown,N,Performance,2002,O,1927,1927,1,2,113,N,0,Y,0,Y,Y,Y,N,5,,0,2322 2nd Ave Seattle WA 98121,"(47.6147140, -122.3462234)",,0
Renton Civic Theatre,(425) 226-5529,www.rentoncivictheater.org,4000,,Y,Performance,1987,O,1924,1986,0,1,296,N,,Y,0,Y,Y,Y,,4,,,507 S 3rd St Renton WA 98057,"(47.4794650, -122.2100300)",,0
Renton History Museum,(425) 255-2330,www.rentonhistory.org,,,,Heritage,,,,,,,,,,,,,,,,,,,235 Mill Avenue South Renton WA 98057,"(47.4801520, -122.2033770)",,0
Renton IKEA Performing Arts Center,(425) 204-3454,www.rentonschools.us/ripac,17433,,Government,Heritage,2003,O,2002,1999,0,1,515,N,,Partial,180,N,Y,N,,3,,,400 South Second Street Renton WA 98057,"(47.4817770, -122.2109770)",,0
Revolution Books,(206) 325-7415,www.revolutionbookssea.org,1200,Pioneer Square,Y,Literary,2009,R,1889,1976,5,0,,Y,700,Y,0,Y,N,N,N,3,,No date.,89 S Washington St Seattle WA 98104,"(47.6008870, -122.3344820)",,0
Rhododendron Species Foundation,,,,,,Heritage,,,,,,,,,,,,,,,,,,,2525 S 336th St Federal Way WA 98003,"(47.3021410, -122.3000160)",,0
River Winds Band,(425) 444-4377,riverwinsband.org,,,,Music,,,,,,,,,,,,,,,,,,,PO Box 1620 Duvall WA 98019-1620,,,0
Roaring Mouse Creative Arts Studio,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,7526 20th Ave NE Seattle WA 98115,"(47.6839218, -122.3064199)",,0
Rockin Horse Dance Barn,(425) 255-9211,www.learn2dance4fun.com,6000,,N,Multi-use,1998,O,1958,1988,,0,,N,,Partial,90,Y,Y,N,,5,,,11820 150th Ave SE Renton WA 98059,"(47.4968490, -122.1401090)",,0
Room 104 Gallery (CLOSED) in Tashiro Kaplan,,,,,,Visual,,,,,,,,,,,,,,,,,,,306 S. Washington St #104 Seattle WA 98104,"(47.6010201, -122.3298371)",2014-08-01T00:00:00,1
Roq La Rue Gallery,(206) 374-8977,www.roqlarue.com,1850,Pioneer Square,N,Visual,2012,R,1909,1998,4,0,0,Y,1200,,1,Y,N,,N,3,,2016,532 1st Ave S. Seattle WA 98104,"(47.5974306, -122.3339422)",,0
Roseanne's School of Dance,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,3116 W Smith St Seattle WA 98199â€Ž,"(47.6412960, -122.3978200)",,0
Rosebud Children's Theatre Conservatory,(206) 854-2638,www.Rosebudctc.org,,,,Performance,,,,,,,,,,,,,,,,,,,PO Box 23688 Federal Way WA 98093,,,0
Rosewood Guitar,206 297-8788,rosewoodguitar.com,2000,Greenwood,N,Music,1999,O,1940,1975,1,0,,N,,N,7,Y,N,N,N,5,,,8402 GREENWOOD AVE N SEATTLE WA 98103,"(47.6899800, -122.3549580)",,0
Royal Esquire Club Inc.,206-723-2811,www.royalesquireclub.com,9000,Columbia City,Y,Music,1986,O,1910,1948,1,1,260,N,,Y,8,Y,Y,Y,N,5,,,5016 Rainer Ave S Seattle WA 98118,"(47.5568550, -122.2844290)",,0
Royal Room,(206) 906-9920,www.theroyalroomseattle.com,3200,Columbia City,N,Music,2011,R,1937,2011,0,0,0,N,0,Y,0,Y,N,Y,N,3,,2017,5000 Rainier Ave S Seattle WA 98118,"(47.5569240, -122.2843057)",,0
Russian Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,704 19th Ave E Seattle WA 98112,"(47.6254740, -122.3073200)",,0
RxsRKives Studio,,www.rxsrkives.com,2400,Mount Baker,N,Visual,1988,O,1900,1979,3,0,0,N,0,N,1,Y,N,N,N,1,,0,,,,0
ryan james fine arts ,(425) 814-9500,www.ryanjamesfinearts.com/,1600,,N,Visual,2012,R,1972,2012,1,0,,Y,1600,Y,100,N,N,Y,,4,,,11905 124th Ave NE Kirkland WA 98034,"(47.7064090, -122.1772360)",,0
Saint Marks,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,1245 10th Ave East Seattle WA 98102,"(47.6318590, -122.3215480)",,0
Sallal Grange & Community Hall #955,(425) 888-0825,www.sallalgrange.org,3850,,Y,Multi-use,2010,Other,1950,1938,0,1,75,N,,Partial,50,Y,Y,I don't know.,,4,,,12912 432nd Ave SE North Bend WA 98045,"(47.4832100, -121.7630800)",,0
Salsa Con Todo,(206) 402-2945,www.salsacontodo.com,1900,Fremont,N,Performance,2010,R,1999,2007,1,0,,N,,I don't know.,0,Y,N,N,N,1,,2015-10-01T00:00:00,750 North 34th St Seattle WA 98103,"(47.6494509, -122.3481059)",,0
Sammamish Heritage Society - Reard House,(425) 281-0170,sammamishheritage.org,,,,Preservation,,,,,,,,,,,,,,,,,,,212th Ave. SE Sammamish WA 98074,"(47.6037710, -122.0571150)",,0
Sammamish Symphony Orchestra Association,(425) 922-3947,www.sammamishsymphony.org,,,,Music,,,,,,,,,,,,,,,,,,,PO Box 1173 Issaquah WA 98027-0044,,,0
Sammamish Valley Grange Hall,,,,,,Preservation,,,,,,,,,,,,,,,,,,,14654 148th Ave NE Woodinville WA 98072,"(47.7342810, -122.1416310)",,0
Sanctuary Art Center,(206) 522-6256,www.sanctuaryartcenter.org,2500,University District,Y,Arts/Cultural Training or Education,1999,R,1942,1999,0,0,0,N,,Y,40,Y,N,N,Y,5,,2016,1604 NE 50th St Seattle WA 98105,"(47.6652885, -122.3104377)",,0
Sand Point Arts & Cultural Exchange,(206) 245-5457,www.spaceatmagnuson.org,37125,Sand Point,Y,Performance,2012,Other,1938,1994,4,1,500,Y,800,Partial,,Y,Y,Y,N,4,,,7400 Sand Point Way NE Suite 203 S. Seattle WA 98115,"(47.6821324, -122.2632982)",,0
Satori Lab in Inscape,(513) 600-0815,www.satori-group.com,,International District,Y,Performance,2012,R,1932,2007,1,1,75,Y,400,Y,0,N,Y,Y,Y,4,,2019,815 Seattle Blvd S Seattle WA 98134,"(47.5951170, -122.3270859)",,0
Scarecrow Video,,,,,,Cinema,,,,,,,,,,,,,,,,,,,5030 Roosevelt Way NE Seattle WA 98105,"(47.6659200, -122.3170850)",,0
School of Acrobatics & New Circus Arts (SANCA),(206) 652-4433,www.sancaseattle.org,27000,Georgetown,Y,Performance,2006,R,1965,2004,1,1,130,N,0,Partial,20,Y,Y,N,Y,4,,2014,674 S Orcas St Seattle WA 98108,"(47.5518058, -122.3246163)",,0
School of Rock,206 417-7625,www.schoolofrock.com,2999,Greenwood,N,Music,2013,R,1965,1998,1,0,,N,,Y,6,,N,N,N,4,,,106 N 85th Seattle WA 98103,"(47.6906530, -122.3577280)",,0
School of Rock West Seattle,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,4701 41st Ave SW Suite 120 Seattle WA 98116,"(47.5609260, -122.3840980)",,0
School of Visual Concepts,(206) 623-1560,www.svcseattle.com,7000,South Lake Union,N,Arts/Cultural Training or Education,1971,R,1920,1971,0,0,0,Y,1200,N,22,N,N,N,N,1,,2014,500 Aurora Ave N Seattle WA 98109,"(47.6233866, -122.3432681)",,0
Scratch Deli,,,,,,Performance,,,,,,,,,,,,,,,,,,,1718 12th Ave Seattle WA 98122,"(47.6170730, -122.3164900)",,0
Sea Monster Lounge,(206) 992-1120,www.seamonsterlounge.com,1250,Wallingford,N,Music,2002,R,1925,2002,0,1,50,Y,350,Y,,Y,N,Y,N,5,,2023,2202 N 45th St Seattle WA 98103,"(47.6614929, -122.3322973)",,0
Seattle Academy of Arts and Sciences,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,1201 E Union St Seattle WA 98122,"(47.6127129, -122.3163494)",,0
Seattle Aquarium,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,1483 Alaskan Way Seattle WA 98101,"(47.6017992, -122.3366083)",,0
Seattle Architecture Foundation,(206) 667-9184,www.seattlearchitecture.org,1200,Downtown,Y,Arts/Cultural Administration or Advocacy,2001,R,1965,1982,2,0,0,Y,800,,0,N,N,Y,Y,2,,It's month to month.,1333 5th Ave # 300 Seattle WA 98101,"(47.6091917, -122.3345412)",,0
Seattle Art Museum,(206) 654-3210,www.seattleartmuseum.org,200000,Downtown,Y,Arts/Cultural Training or Education,1993,O,1991,1933,1,1,200,Y,66392,Y,0,Y,Y,Y,Y,5,,0,1300 1st Ave Seattle WA 98101,"(47.6071955, -122.3382555)",,0
Seattle Art Museum Olympic Sculture Park,(206) 654-3100,www.seattleartmuseum.org/visit/OSP,392040,Downtown,Y,Visual,2007,O,2007,1933,0,1,300,Y,,Y,,Y,Y,Y,Y,5,,0,2901 Western Ave Seattle WA 98121,"(47.6163466, -122.3538499)",,0
Seattle ArtREsource (CLOSED),(206) 838-2695,www.seattleartresource.com,2500,Pioneer Square,N,Visual,2006,O,1905,2006,1,0,0,Y,2500,N,8,Y,N,N,N,5,,0,625 1st Ave #200 Seattle WA 98104,"(47.6024431, -122.3344096)",2015-03-28T00:00:00,1
Seattle Arts & Lectures,,,,,,Performance,,,,,,,,,,,,,,,,,,,205 S Findlay St Seattle WA 98108,"(47.5524608, -122.3317069)",,0
Seattle Asian Art Museum,(206) 654-3100,www.seattleartmuseum.org/visit/visitSAAM.asp,15000,Capitol Hill,Y,Arts/Cultural Training or Education,1933,O,1933,1933,0,1,,Y,,Y,,N,Y,Y,Y,5,,0,1400 E Prospect St Seattle WA 98112,"(47.6302838, -122.3141998)",,0
Seattle Atelier,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,1426 S Jackson St Seattle WA 98144,"(47.5994698, -122.3127638)",,0
Seattle Center ArtsED WA in Seattle Center Pavillion,(206) 441-4501,www.artsedwashington.org,,Seattle Center in Uptown,Y,Arts/Cultural Training or Education,1992,R,1962,1982,0,0,0,N,0,N,0,Y,N,N,Y,4,,,158 Thomas St Seattle WA 98109,"(47.6211060, -122.3537817)",,0
Seattle Center Cornish Playhouse,(206) 726-5113,www.cornish.edu/playhouse,35000,Seattle Center in Uptown,Y,Arts/Cultural Training or Education,2012,R,1961,1913,3,2,628,Y,10000,Partial,0,N,Y,Y,Y,5,,2034,201 Mercer St Seattle WA 98109,"(47.6237608, -122.3524060)",,0
Seattle Center EMP and Sky Church,(206) 770-2700,www.empmuseum.org,140000,Seattle Center in Uptown,Y,Multi-use,2000,Other,2000,1990,0,1,191,Y,23100,Y,0,Y,N,Y,Y,4,,0,325 5th Ave N Seattle WA 98109,"(47.6214978, -122.3482387)",,0
Seattle Center Fisher Pavilion,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,298 2nd Ave N Seattle WA 98109,"(47.6208400, -122.3528250)",,0
Seattle Center Key Arena,(206) 684-7200,www.keyarena.com,130000,Seattle Center in Uptown,N,Performance,1998,Other,1962,1962,0,1,16000,N,0,Y,60,Y,Y,Y,N,4,,0,305 Harrison Street Seattle WA 98109,"(47.6221500, -122.3554230)",,0
Seattle Center McCaw Hall,(206) 733-9725,www.mccawhall.com,40000,Seattle Center in Uptown,Y,Performance,2003,O,2003,2002,0,2,,N,0,Y,1000,Y,Y,Y,,5,,0,321 Mercer St Seattle WA 98109,"(47.6239543, -122.3507651)",,0
Seattle Center Mural Ampitheater,(206) 684-7200,www.seattlecenter.com,58000,Seattle Center in Uptown,,Multi-use,1962,O,1961,1962,0,1,3500,N,0,Y,0,N,Y,N,N,5,,0,305 Harrison St Seattle WA 98109,"(47.6205686, -122.3504910)",,0
Seattle Center Pacific Science Center,(206) 443-2001,www.pacificsciencecenter.org,177750,Seattle Center in Uptown,Y,Arts/Cultural Training or Education,1962,O,1962,1962,0,2,725,Y,12000,Y,162,Y,Y,Y,N,5,,0,200 2nd Ave N Seattle WA 98109,"(47.6194139, -122.3508085)",,0
Seattle Center Pavilion,(206) 684-7200,www.seattlecenter.com,5300,Seattle Center in Uptown,,Multi-use,1962,O,1961,1962,0,1,336,N,0,Y,0,N,,N,N,5,,0,305 Harrison St Seattle WA 98109,"(47.6205686, -122.3504910)",,0
Seattle Center Phelps Center PNB Studios & Offices,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,301 Mercer Street Seattle WA 98109,"(47.6238440, -122.3495860)",,0
Seattle Center Pottery Northwest,(206) 285-4421,www.potterynorthwest.org,10600,Seattle Center in Uptown,Y,Arts/Cultural Training or Education,1973,R,1965,1965,1,0,0,Y,360,Y,2,Y,Y,Y,Y,4,,2033,226 1st Ave N Seattle WA 98109,"(47.6207729, -122.3551686)",,0
Seattle Center Seattle Children's Museum,(206) 441-1768,www.thechildrensmuseum.org,32000,Seattle Center in Uptown,Y,Arts/Cultural Training or Education,1985,R,1939,1980,1,1,2,Y,300,Partial,0,N,Y,Y,Y,5,,2019,Seattle Center 305 Harrison St Seattle WA 98109,"(47.6212523, -122.3509484)",,0
Seattle Center Seattle Children's Theatre,(206) 441-3322,www.sct.org,65000,Seattle Center in Uptown,Y,Performance,1993,R,1993,1975,1,2,756,N,0,Y,0,Y,Y,N,Y,4,,2013,201 Thomas St Seattle WA 98109,"(47.6204434, -122.3525072)",,0
Seattle Center Seattle Repertory Theatre at Leo K,(206) 443-2222,www.seattlerep.org,65000,Seattle Center in Uptown,Y,Performance,1983,Other,1983,1963,1,2,1126,N,0,Y,23,Y,Y,Y,Y,5,,2026,155 Mercer St Seattle WA 98109,"(47.6238465, -122.3535963)",,0
Seattle Center SIS Productions/ReAct & Pork Filled Players at Prima Vera Arts Center,(206) 323-9443,www.sis-productions.org,3023,Seattle Center in Uptown,Y,Performance,2006,Other,1961,1998,0,0,49,Y,,N,14,Partial,Y,N,Y,2,,It's month to month.,112 5th Ave N Seattle WA 98109,"(47.6190574, -122.3473634)",,0
Seattle Center Vera Project,(206) 956-8372,www.theveraproject.org,128877,Seattle Center in Uptown,Y,Performance,2007,R,1962,2001,3,1,362,Y,13300,Y,0,Y,N,N,Y,5,,2017,305 Harrison St Seattle WA 98109,"(47.6205686, -122.3504910)",,0
Seattle Center-SIFF Film Center and Cinema at the Uptown,(206) 464-5830,www.siff.net,4600,Seattle Center in Uptown,Y,Cinema,2010,R,1924,1973,3,4,1026,N,0,Y,0,Y,Y,N,,3,,2020,305 Harrison St Seattle WA 98109,"(47.6205686, -122.3504910)",,0
Seattle Center/Center House Theatre,(206) 684-7200,www.seattlecenter.com,22086,Seattle Center in Uptown,Y,Performance,1999,Other,1934,1999,0,3,367,Y,480,Y,0,N,Y,N,Y,5,,0,305 Harrison St Seattle WA 98109,"(47.6205686, -122.3504910)",,0
Seattle Central Community College Broadway Performance Hall,(206) 325-3113,www.broadwayperfhall.com,20000,Capitol Hill,,Performance,1979,Other,1979,,0,1,295,N,0,Y,,Y,Y,N,N,5,,0,1625 Broadway Seattle WA 98122,"(47.6157581, -122.3217860)",,0
Seattle Conservatory of Music,(206) 632-6715,www.seattleconservatory.org,1000,Wedgwood,Y,Performance,2000,R,1905,1993,1,0,0,N,0,Y,7,Y,N,N,N,5,,,4038 Stone Way N Seattle WA 98103,"(47.6565170, -122.3420330)",,0
Seattle Creative Arts,,,,,,Studios,,,,,,,,,,,,,,,,,,,2601 NW Market St Seattle WA 98107,"(47.6683770, -122.3905410)",,0
Seattle Eagle Tavern,,,,,,Music,,,,,,,,,,,,,,,,,,,,"(47.6143230, -122.3271640)",,0
Seattle Fandango Project in El Centro De La Raza,,,,,,Performance,,,,,,,,,,,,,,,,,,,2524 16th Ave S Seattle WA 98144,"(47.5803398, -122.3112978)",,0
Seattle Film Institute,(206) 568-4387,www.seattlefilminstitute.com,10000,Interbay,N,Arts/Cultural Training or Education,2013,O,1974,1994,3,2,96,N,0,Y,6,Y,Y,N,N,5,,,3210 16th Ave W Seattle WA 98119,"(47.6489186, -122.3771253)",,0
Skyline High School Lyceum Theatre,,,,,,Performance,,,,,,,,,,,,,,,,,,,1122 228th Ave SE Sammamish WA 98075,"(47.6001130, -122.0323110)",,0
Seattle Glassblowing Studio,(206) 448-2181,www.seattleglassblowing.com,9500,Belltown,N,Arts/Cultural Training or Education,1991,O,1946,1987,2,0,0,Y,1500,Y,0,Y,,N,N,5,,0,2227 5th Ave Seattle WA 98121,"(47.6155804, -122.3428879)",,0
Seattle Grip & Lighting,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,1050 W Nickerson St Seattle WA 98119,"(47.6547393, -122.3709909)",,0
Seattle Indian Center,,,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,611 12th Ave S Suite 300 Seattle WA 98144,"(47.5970920, -122.3179320)",,0
